Provider	SDeathN	SDeathR	LungN	LungR	ClotN	ClotR	SplitN	SplitR	CutsN	CutsR	HADeathR	HADeathN	HFDeathR	HFDeathN	PDeathR	PDeathN
151310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	13.2	46	13.6	82
151311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	10.3	83	11.8	154
151312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	11	81	11.2	156
151314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	24	13.6	70
151315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	12	74	11.3	95
151316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	14.6	69	12.1	89
151317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	12.6	102	12.2	130
151318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	10.2	75	14.3	121
151319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	12.5	40	12.5	77
151320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	10.8	31	11	118
151322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	12.4	91	14	241
151323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	13.5	42	10.7	63
151324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	12.6	79	12.6	176
151325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	11.3	30	12.9	86
151326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	12.2	85	14	115
151327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	13.8	75	15.2	119
151328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.3	76	14.4	75	14.1	233
151329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	11.8	114	15.8	203
151330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.9	29	11.1	142	12.6	168
151331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	11.2	63	15.9	196
151332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	12.1	112	13	105
151333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	13.7	61	12.7	192
151334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	11.2	53	12.1	145
151335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.8	112	12.6	123	17.4	174
160001	17	NA	2615	0.35	598	3.47	64	1.87	2708	2.63	14.8	94	10	161	13.6	250
160005	3	NA	1657	0.3	511	3.13	64	0.8	1727	2.57	NA	15	10.8	94	16.1	194
160008	8	NA	1974	0.3	133	5.09	22	NA	2036	2.24	15.4	55	11.9	165	15.7	198
160013	18	NA	1247	0.31	199	3.47	95	0.68	1301	1.74	14.7	35	12.7	94	12.6	118
160016	50	141.73	5054	0.32	1300	2.13	124	0.67	5484	1.68	13.9	240	12.6	327	11.4	397
160024	42	101.38	4958	0.54	1505	4.04	163	0.56	5259	2.09	15.2	131	9.6	290	11.4	256
160028	76	112.87	4909	0.44	1476	7.49	133	1.44	4987	1.39	14.7	94	13.6	161	12.4	185
160029	84	101.08	7027	0.39	2787	3.61	292	0.48	7273	3.49	14.3	284	12	367	10.1	290
160030	98	68.9	6937	0.52	1897	3.36	246	0.51	7116	1.23	12.5	278	12.3	333	8.3	364
160032	5	NA	1896	0.31	321	3.21	36	0.83	1955	1.83	15.9	27	11.6	115	13.9	139
160033	282	117.47	15479	0.12	5924	2.26	494	0.32	16587	1.59	14.5	489	11.2	709	10.3	846
160040	9	NA	1010	0.31	293	2.88	60	0.77	1066	4.12	NA	15	12.5	49	12.9	104
160045	171	88.22	9335	0.34	3256	2.32	357	0.89	9962	1.35	13	298	11.4	421	9.3	547
160047	37	99.56	4844	0.22	1238	1.41	141	0.63	5012	3.76	13.1	125	12	205	12.4	337
160057	110	98.95	6018	0.32	1754	4.5	238	0.51	6118	2.68	15.3	245	10.2	247	11	264
160058	354	101.88	13562	0.33	6120	3.33	1090	1.04	14988	1.84	15	187	12.8	312	11.4	203
160064	129	107.9	12286	0.34	3668	1.74	380	0.96	12549	1.97	14.6	426	14	591	10.1	526
160067	59	116.3	5066	0.26	1607	4.52	137	1.51	5058	2.29	15.8	85	13.6	232	12.1	215
160069	104	87.62	7141	0.18	2671	3.38	334	1.06	7439	1.12	14.3	156	12	165	11.6	169
160079	152	81.59	8526	0.27	2721	2.53	280	0.44	8549	1.26	14.2	284	11	412	10.1	685
160080	51	115.13	5333	0.7	810	3.32	150	0.62	5535	1.66	14.1	225	12.7	286	10.8	519
160082	204	120.81	16477	0.36	7605	2.86	909	0.53	17331	1.35	16.2	434	13.9	518	12.4	514
160083	385	110.58	22662	0.43	8024	4.46	968	0.22	24361	2.57	15.9	635	12.2	903	10.7	932
160089	24	NA	3430	0.33	513	4.78	57	0.77	3535	1.37	17	144	11.5	212	10.4	232
160101	NA	NA	744	0.33	56	4.39	5	NA	770	1.87	NA	2	NA	8	NA	14
160104	57	99.62	2718	0.26	1351	2.82	68	0.74	2754	3.5	13.7	57	12.9	90	12.9	142
160110	116	122.14	11334	0.33	3362	6.28	304	1.62	11929	1.94	15.9	376	10.3	494	12.5	442
160112	29	123.91	2648	0.28	1009	2.41	132	0.64	2655	1.85	NA	22	14.9	126	15.7	263
160117	33	104.25	4196	0.23	1186	3.12	127	0.68	4253	1.01	15	75	13.5	152	9.1	280
160122	10	NA	1822	0.31	220	6.09	20	NA	1861	1.9	15.5	46	13.7	98	11.3	163
160124	4	NA	1018	0.32	250	3.39	31	0.86	1034	1.45	NA	13	12.2	74	12.6	203
160146	76	107.83	4955	0.34	1576	2.35	313	0.44	5162	1.86	14.4	56	11.3	216	11.9	330
160147	14	NA	1261	0.31	313	5.39	82	0.77	1391	4.82	15.6	30	14.7	80	14.9	134
160153	167	102.15	8992	0.31	3122	1.56	379	1.41	9258	2.54	13.7	310	14.4	310	12	328
161300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	18	12.6	26
161301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	22	11	57
161302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	18	14.6	106
161303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	13.9	42
161304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	12.7	39	10.7	52
161306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	11.7	35	10.8	118
161307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	12.7	53	14.2	94
161308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	17	16.8	50
161309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	11	54	13.3	143
161310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
161311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	11.9	38
161312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	11.4	33	9.5	59
161313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	24	11.7	35
161316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	14.3	34	13.7	66
161317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	14	12.8	43
161318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	15.2	57	13.4	130
161319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	13	NA	20
161320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	16	12.8	58
161321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	15	15.3	47
161322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	18	14	60
161325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	12.1	32	10.8	50
161326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	13.5	53	14.4	125
161327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	10.6	65	15.2	67
161328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	11.2	34	15.8	56
161329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	18	11.5	53
161330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	11.3	26	12.7	47
161331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	12.5	34	12.5	81
161332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	13	25	11.7	54
161333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	21	11.2	39
161335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	14.1	27	13.5	70
161336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	20	10.9	45
161337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	13.2	44	13.2	77
161338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	11.9	37	10.9	60
161339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	12.7	50	10.5	105
161340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	12.7	27	14.8	52
161341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	11.6	36	12	60
161342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	23	14	40
161343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	11.4	74	11.4	116
161344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.4	27	11.6	71	12	124
161345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	13.2	31	NA	20
161346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	22	12.4	63
161347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.7	26	13.3	79	17.5	89
161348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	12.7	28	11.8	48
161350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	11.8	44	11.1	107
161351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	10.9	81	10.6	91
161352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	11.9	38	13.2	115
161353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	11.5	65	12.4	75
161354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	12.4	45	12.6	97
161355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	11.2	42	10.6	130
161356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	14.6	58	14.9	95
161357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	11.4	27	12.8	114
161358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	10.4	42	13	76
161359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	15.1	65	14.9	173
161360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	11.3	40	9.9	132
161361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	12.4	149	12.4	192
161362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	17.2	74	15.2	191
161363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.3	34	12.3	65	13.5	155
161364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	12.9	51	11.8	107
161365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	14.7	47	9.8	80
161366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	12.7	25	11.5	102
161367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	11.5	93	10.2	166
161368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	13.9	102	11.9	145
161369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	14	62	13.3	87
161370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.1	25	11.2	90	10.2	171
161371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.7	26	10.3	94	10.6	128
161372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	15.4	101	13.7	161
161373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	12.9	38	12.2	62
161374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	11.8	87	14.5	129
161375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	13.7	53	14.4	139
161376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	11.9	56	15.7	134
161377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	15.3	72	12.5	120
161378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	4	NA	7
161379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	11.1	98	16.7	127
161380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	10.9	84	13	122
161381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	12.4	35	12.2	101
170001	18	NA	2667	0.28	434	5.13	98	0.7	2740	1.07	17.7	43	11.5	158	12.7	193
170006	40	108.55	3737	0.56	759	4.29	140	0.67	3877	1.95	15	124	10.2	182	12	287
170009	3	NA	1495	0.29	108	3.73	40	0.83	1523	2.56	14.6	27	8.6	107	13.5	90
170010	9	NA	1095	0.32	176	3.66	27	0.87	1127	1.56	NA	13	11.9	68	15.2	78
170012	130	78.36	5864	0.36	2402	4.77	372	0.96	6025	2.97	16.8	170	12.2	124	14	310
170013	153	119.46	5024	0.46	2054	2.62	190	1.12	5523	3.44	11.9	268	9	261	9.9	271
170014	NA	NA	1369	0.31	149	3.96	39	0.85	1415	2.17	NA	17	11.2	74	9.8	182
170016	118	99.83	8792	0.32	3372	4.13	371	0.98	9034	3.93	14.4	224	12.1	313	12.7	370
170017	7	NA	1353	0.32	234	4.62	19	NA	1352	1.49	NA	11	11.7	75	11.7	143
170020	91	117.76	6816	0.3	2164	2.35	285	0.45	7287	1.75	16.2	215	15.3	274	15.1	632
170023	40	114.34	1943	0.46	768	4.96	128	1.48	2044	1.59	14.6	56	13.9	64	16.3	142
170027	29	112.17	1489	0.3	554	9.13	36	1.93	1516	1.65	NA	5	11.9	70	12.6	121
170039	3	NA	448	0.34	21	NA	16	NA	461	1.71	NA	2	13.4	32	13.7	82
170040	370	101.4	15453	0.34	6953	4.62	860	0.58	16854	1.8	14.6	134	10.5	354	11.6	195
170049	100	102.86	7944	0.4	2627	2.64	317	1.59	8244	1.6	16.5	218	13.4	441	13.7	380
170058	4	NA	1589	0.31	225	3.56	56	0.81	1642	1.22	NA	19	13.7	104	14	181
170068	9	NA	1018	0.31	244	3.34	52	0.78	1042	2.4	NA	17	13.4	41	16.4	68
170074	14	NA	1283	0.31	285	3.31	49	2.92	1318	1.97	NA	12	13.1	62	15.9	127
170075	NA	NA	314	0.34	NA	NA	NA	NA	326	2	NA	10	11.1	44	13.3	59
170086	181	122.66	15271	0.48	4433	4.85	593	1.54	15926	1.55	13.2	369	11.3	603	11.8	612
170094	NA	NA	1002	0.33	75	4.27	6	NA	1013	1.85	NA	10	11.5	95	12.2	154
170103	37	110.76	2870	0.24	930	3.88	156	0.63	2973	2.6	15	60	13.2	201	12.5	210
170104	183	117.3	13411	0.49	4295	3.5	551	1.52	13726	1.68	17.6	246	13.5	613	10.4	581
170105	4	NA	1079	0.32	85	4.07	54	0.78	1133	2.44	NA	11	9.5	79	11	153
170109	NA	NA	643	0.33	175	3.83	10	NA	650	2.34	NA	3	NA	17	12.6	34
170110	NA	NA	416	0.34	42	4.43	20	NA	428	1.79	NA	4	NA	24	13.3	38
170120	45	109.45	2646	0.46	1148	2.13	88	1.75	2691	2.51	NA	23	14.1	98	9.3	127
170122	332	119.72	26391	0.38	7817	2.28	918	1.25	27287	2.61	16.2	760	13.2	973	12.2	947
170123	138	133.7	11956	0.44	4625	2.8	704	1.69	12351	3	14.1	384	12.7	492	11.8	450
170133	7	NA	1486	0.31	160	3.8	17	NA	1500	3.55	NA	14	11.4	44	11.4	101
170137	37	109.78	4595	0.41	1134	2.21	179	1.3	4764	1.89	16.6	113	13.9	174	13.6	175
170142	57	143.84	4163	0.82	1481	2.05	170	0.58	4415	1.09	15	112	14.9	126	14.1	228
170145	39	105.03	2799	0.44	430	4.74	125	0.66	2779	1.63	15.5	41	10.5	175	10.1	351
170146	54	113.12	6239	0.22	1630	3.03	201	0.51	6370	2.55	14.4	129	12.8	334	11.3	212
170150	6	NA	913	0.32	169	4.39	30	0.87	937	2.73	NA	20	14.2	53	14.1	97
170166	NA	NA	1062	0.33	19	NA	4	NA	1088	1.82	NA	12	10.9	91	13.9	107
170175	24	NA	1893	0.48	438	2.71	69	0.74	1997	2.37	15.1	60	15.8	96	16.1	183
170176	84	77.82	3704	0.36	1252	7.19	127	1.66	3909	3.29	16.2	89	10.5	202	10.7	122
170182	62	107.77	4663	0.35	1400	7.38	182	1.25	4777	2.18	16	73	12.6	198	11.2	221
170183	24	NA	1301	0.32	1286	4.03	NA	NA	1238	1.69	NA	NA	NA	NA	NA	NA
170185	32	118.41	4093	0.24	1299	2.32	73	0.73	4194	2.32	13.9	94	9.7	236	9.6	210
170186	39	117.09	2073	0.44	1764	2.56	30	0.86	2737	2.27	13.7	263	12.4	181	NA	13
170187	3	NA	587	0.33	592	4.13	58	0.85	594	1.24	NA	NA	NA	NA	NA	NA
170188	18	NA	581	0.33	583	4.04	NA	NA	578	1.88	NA	NA	NA	NA	NA	NA
170190	NA	NA	153	0.34	120	4.13	3	NA	152	2.55	NA	NA	NA	NA	NA	NA
170191	17	NA	1348	0.41	720	3.66	53	0.8	1361	1.29	NA	12	11.2	34	14.7	96
170194	3	NA	529	0.33	463	3.4	NA	NA	253	1.77	NA	NA	NA	1	NA	NA
170195	8	NA	457	0.33	438	3.05	9	NA	218	1.59	NA	NA	NA	NA	NA	NA
170196	15	NA	773	0.33	749	2.73	18	NA	156	1.77	NA	NA	NA	NA	NA	NA
170197	43	143.47	2621	0.69	1735	3.1	84	2.54	3092	1.76	14.2	146	10.7	157	11.8	80
170198	NA	NA	225	0.34	226	3.6	5	NA	226	1.9	NA	NA	NA	NA	NA	NA
170199	NA	NA	19	NA	125	4.52	NA	NA	125	1.74	NA	NA	NA	NA	NA	NA
170200	3	NA	569	0.33	108	5.31	12	NA	576	1.7	NA	17	10.2	54	10.8	119
171300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	20
171301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	18
171302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	13
171304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	9	11.2	29
171306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	7	NA	19
171307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	10.1	39	11.4	37
171310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	12	11.5	56
171312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	8	NA	17
171313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	11.2	25	12	37
171314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	13
171315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	15	32	10.6	73
171316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	19	12	56
171317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	12	14.4	28
171318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	18	11.6	77
171319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	13.5	53
171321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	10.7	30	10.8	85
171322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	7	11.8	28
171324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	15	13.3	30
171325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	11.5	60	9.2	56
171327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	12.5	53	13.1	117
171328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	19	16.4	53
171331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	8	10.7	30
171333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	10.2	25	9.6	81
171336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	16	13.9	47
171337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	23	14	41
171338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	17	13.7	52
171339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	13	74	9.7	119
171340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	12.6	33	9.5	99
171341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	13.9	48	14	67
171343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	20
171344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	18	13.2	48
171345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	11.3	32	12.5	50
171346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	15	11.8	66
171347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	9	13.6	36
171348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	10.8	26	9.7	50
171349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	12.2	84	12.2	129
171350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	16	12.2	68
171351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	5	11.6	69
171352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.8	27	10.5	96
171353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	23	11.7	54
171354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	11.7	63	10.4	147
171355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9.9	65	12.4	177
171356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	13.4	26
171357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	15	10.8	26
171358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	16	12.3	66
171359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	13	10.1	61
171361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	12.3	66	12.4	140
171363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	13.1	47	11.5	98
171364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	12	11.4	48
171366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	10.8	47	10.7	68
171367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	11.6	34	11.8	119
171369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	14	12.1	36
171370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	22	12.8	53
171371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	9.9	47	11.5	147
171372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	10.4	43	13	65
171373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	11.3	48	14.3	126
171374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	13.7	57	12.5	114
171375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.4	31	11.9	69	14.5	147
171376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	10.5	69	11.8	117
171377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	10.9	34	13.3	60
171378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	13	28	8.7	89
171379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	15	83	11.8	79
171380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.1	25	13.1	102	14.1	264
171381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	11	56	13.6	105
171382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	13	33	13.5	112
171383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	14.2	40	14.2	139
173300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
180001	54	103.01	5431	0.39	787	3.08	163	1.32	5610	1.74	15	160	11.7	311	12.1	281
180002	15	NA	3281	0.27	157	6.33	38	1.91	3372	1.98	15.9	26	14	228	11.4	234
180004	15	NA	1939	0.39	260	3.35	81	0.71	2036	3.4	NA	12	13	102	13.8	251
180005	24	NA	4576	0.46	441	4.9	93	1.72	4848	2.06	15	62	12	230	11.3	304
180009	370	112.71	20099	0.23	7233	2.68	676	1.76	21486	1.99	16.1	604	11.7	1029	11.7	845
180010	351	80.33	17416	0.75	7461	2.22	963	0.2	19235	2.25	14.8	644	12.1	650	12.5	743
180011	131	93.2	6116	0.37	1920	4.26	175	0.57	6590	1.92	13.7	278	10.2	421	9.5	291
180012	88	100.95	10724	0.38	2009	1.98	280	2.31	11066	2.05	14.6	400	10.1	739	12.2	768
180013	123	144.21	13481	0.3	3847	4.45	367	1.55	14219	1.13	15.7	399	9.8	788	12.5	792
180016	31	113.8	2199	0.37	438	6.76	74	1.77	2176	3.18	15.9	53	11.8	128	13.3	164
180017	71	113.83	5430	0.22	1467	2.58	163	1.35	5592	1.14	18.4	244	13.4	281	11.4	348
180018	32	114.25	3838	0.38	745	4.24	158	0.62	3979	2.06	15.7	138	11.6	158	10.5	262
180019	16	NA	2307	0.27	353	4.67	27	0.87	2424	1.58	16.4	66	10.8	103	14.8	192
180020	16	NA	2178	0.28	164	3.74	36	0.82	2213	1.31	14.7	34	14.6	200	11.9	191
180021	5	NA	3535	0.27	172	4.04	50	0.83	3593	1.72	17.2	25	9	235	9.6	226
180024	4	NA	1419	0.31	200	3.54	43	0.8	1464	1.38	NA	20	11.5	102	14.1	182
180025	14	NA	2187	0.39	542	2.2	41	0.83	2223	1.28	16.5	50	13.2	98	9.4	131
180027	26	151.33	4235	0.38	711	4.24	125	1.57	4379	1.19	18	58	11.2	250	11.9	391
180029	123	133.03	9528	0.12	1794	3.73	201	1.74	10000	1.4	15.8	134	12.5	286	12	360
180035	281	90.15	22099	0.39	6361	1.72	743	0.83	23193	1.86	13.3	672	11.5	1147	10.9	772
180036	78	92.31	6774	0.27	1173	2.8	164	1.46	6970	1.05	14.3	115	12	360	10.9	409
180038	183	105.94	15375	0.44	4408	8.89	442	0.79	16178	1.48	14.5	494	10.2	843	9.3	578
